Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,Day,Month,Year,Anomaly
2017-08-30 21:59:50,Saving Bank account 1,Health,Medicine,5 Meftal spas,75.9,Expense,PKR,30,8,2017,No
2017-08-31 06:56:17,Saving Bank account 1,Food,Milk,1.5 lit milk ,341.55,Expense,PKR,31,8,2017,No
2017-08-31 06:56:39,Saving Bank account 1,Gpay Reward,,,48.3,Income,PKR,31,8,2017,No
2017-08-31 06:56:51,Saving Bank account 1,Gpay Reward,,,17.25,Income,PKR,31,8,2017,No
2017-08-31 10:21:37,Cash,Household,Kirana,Nariyal,86.25,Expense,PKR,31,8,2017,No
2017-08-31 10:22:07,Cash,Household,Kirana,Janeyu,17.25,Expense,PKR,31,8,2017,No
2017-08-31 10:22:22,Cash,Household,Kirana,Honey small bottle,34.5,Expense,PKR,31,8,2017,No
2017-08-31 10:23:19,Cash,Household,Toiletries,Odonil,207.0,Expense,PKR,31,8,2017,No
2017-08-31 16:31:29,Saving Bank account 2,Other,,Sms charges + GST,61.065,Expense,PKR,31,8,2017,No
2017-09-13 21:24:47,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,379.5,Expense,PKR,13,9,2017,No
2017-09-14 06:21:12,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,345.0,Expense,PKR,14,9,2017,No
2017-09-14 06:21:12,Credit Card,Food,Lunch,,972.9,Expense,PKR,14,9,2017,No
2017-09-15 09:56:20,Saving Bank account 1,Food,Milk,milk 1lit ,227.7,Expense,PKR,15,9,2017,No
2017-09-15 09:56:30,Saving Bank account 1,Food,breakfast,2 plates poha,172.5,Expense,PKR,15,9,2017,No
2017-09-15 09:56:50,Saving Bank account 1,Food,Tea,2 tea parcel,82.80000000000001,Expense,PKR,15,9,2017,No
2017-09-15 11:46:38,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,4830.0,Expense,PKR,15,9,2017,No
2017-09-15 11:47:49,Saving Bank account 1,Health,Hospital,Doctor Fees,517.5,Expense,PKR,15,9,2017,No
2017-09-15 11:48:08,Saving Bank account 1,Health,Medicine,,1286.85,Expense,PKR,15,9,2017,No
2017-09-15 11:48:48,Cash,Food,fruits,Nariyal,189.75,Expense,PKR,15,9,2017,No
2017-09-15 13:32:36,Saving Bank account 1,Food,Lunch,,448.5,Expense,PKR,15,9,2017,No
2017-09-15 22:32:40,Cash,Food,Dinner,Sugaran Kitchen,207.0,Expense,PKR,15,9,2017,No
2017-09-17 10:50:09,Saving Bank account 1,Food,Milk,1.5 lit milk ,341.55,Expense,PKR,17,9,2017,No
2017-09-17 10:50:23,Saving Bank account 1,Food,Bread,,120.75,Expense,PKR,17,9,2017,No
2017-09-17 10:50:40,Credit Card,Household,Kirana,Supermart,1925.1,Expense,PKR,17,9,2017,No
2017-09-17 12:45:37,Saving Bank account 1,Health,Medicine,,520.95,Expense,PKR,17,9,2017,No
2017-09-17 21:47:23,Saving Bank account 1,Household,Kirana,,393.3,Expense,PKR,17,9,2017,No
2017-09-18 10:22:20,Cash,Food,fruits,Nariyal,189.75,Expense,PKR,18,9,2017,No
2017-09-18 10:22:42,Cash,Food,fruits,half kg chiku,207.0,Expense,PKR,18,9,2017,No
2017-09-18 20:35:36,Saving Bank account 1,Health,Medicine,,189.75,Expense,PKR,18,9,2017,No
2017-09-20 14:01:26,Cash,Family,Pocket money,,69.0,Expense,PKR,20,9,2017,No
2017-09-20 14:01:38,Saving Bank account 1,Other,,CSR,345.0,Expense,PKR,20,9,2017,No
2017-09-20 19:14:29,Saving Bank account 1,Health,Health,Surgical gloves pair,69.0,Expense,PKR,20,9,2017,No
2017-09-21 07:52:53,Cash,Family,Pocket money,,241.5,Expense,PKR,21,9,2017,No
2017-09-21 08:05:45,Cash,Transportation,Train,Place 0 to dadar return,103.5,Expense,PKR,21,9,2017,No
2017-09-21 12:45:22,Cash,Food,Tea,,34.5,Expense,PKR,21,9,2017,No
2017-09-21 12:45:28,Cash,Food,snacks,Vadapav,51.75,Expense,PKR,21,9,2017,No
2017-09-21 15:06:36,Cash,Transportation,auto,Place 0 to Current Residence,51.75,Expense,PKR,21,9,2017,No
2017-09-21 15:07:52,Cash,Other,,Umbrella cover repair,34.5,Expense,PKR,21,9,2017,No
2017-09-23 21:04:58,Saving Bank account 1,Food,Dinner,Chicken masala gravy,345.0,Expense,PKR,23,9,2017,No
2017-09-24 11:36:37,Saving Bank account 1,Beauty,grooming,hair cut,345.0,Expense,PKR,24,9,2017,No
2017-09-24 11:36:54,Cash,Food,Sweets,Half kg pedhe,966.0,Expense,PKR,24,9,2017,No
2017-09-24 15:58:33,Credit Card,Culture,Movie,2,1932.0,Expense,PKR,24,9,2017,No
2017-09-24 21:05:24,Cash,Transportation,Train,Place 0 to WS return,34.5,Expense,PKR,24,9,2017,No
2017-09-24 21:05:55,Cash,Transportation,auto,2 Place 0 to Current Residence,103.5,Expense,PKR,24,9,2017,No
2017-09-25 17:56:56,Saving Bank account 1,Food,fruits,Apple 2 kg (110) + Banana 1kg (80),1035.0,Expense,PKR,25,9,2017,No
2017-09-25 17:57:52,Saving Bank account 1,Food,fruits,half kg chiku,103.5,Expense,PKR,25,9,2017,No
2017-09-27 15:53:49,Saving Bank account 1,Gift,,farewell contribution,1152.3,Expense,PKR,27,9,2017,No
2017-09-27 15:55:05,Saving Bank account 1,Gpay Reward,,,20.700000000000003,Income,PKR,27,9,2017,No
2017-09-27 20:17:00,Cash,Household,Kirana,,1076.4,Expense,PKR,27,9,2017,No
2017-09-28 16:58:46,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,8238.6,Expense,PKR,28,9,2017,No
2017-09-28 18:32:23,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,741.75,Expense,PKR,28,9,2017,No
2017-09-29 21:52:32,Saving Bank account 1,Health,Medicine,3 tablet Nor tz,72.45,Expense,PKR,29,9,2017,No
2017-09-29 21:53:08,Cash,Food,Ice cream,Vanila cup,34.5,Expense,PKR,29,9,2017,No
2017-09-29 21:53:28,Cash,Food,snacks,Gupta bhel,86.25,Expense,PKR,29,9,2017,No
2017-09-29 21:53:47,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,207.0,Expense,PKR,29,9,2017,No
2017-09-30 07:40:38,Saving Bank account 1,Interest,,interest paid,2684.1000000000004,Income,PKR,30,9,2017,No
2017-09-30 10:12:34,Saving Bank account 1,Salary,,From workplace ,212444.1,Income,PKR,30,9,2017,No
2017-09-30 17:03:55,Cash,Household,Kitchen,Cooktop installation+ base,2070.0,Expense,PKR,30,9,2017,No
2017-09-30 20:22:53,Cash,Food,Grocery,vegetables,103.5,Expense,PKR,30,9,2017,No
2017-09-30 20:23:13,Saving Bank account 1,Food,Grocery,vegetables,465.75,Expense,PKR,30,9,2017,No
2017-09-30 20:24:02,Saving Bank account 1,Household,Kirana,Supermart,534.75,Expense,PKR,30,9,2017,No
2017-09-30 20:24:16,Saving Bank account 1,Health,Medicine,Candid dusting powder,203.55,Expense,PKR,30,9,2017,No
2017-10-13 12:33:18,Cash,Family,Pocket money,,241.5,Expense,PKR,13,10,2017,No
2017-10-17 13:18:33,Saving Bank account 1,Petty cash,,From Family,10350.0,Income,PKR,17,10,2017,No
2017-10-18 19:16:25,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,4246.95,Expense,PKR,18,10,2017,No
2017-10-18 19:24:45,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,4598.85,Expense,PKR,18,10,2017,No
2017-10-19 21:44:36,Cash,Food,snacks,Gupta bhel,86.25,Expense,PKR,19,10,2017,No
2017-10-20 19:54:58,Cash,Festivals,Diwali,Rangoli + stamp,69.0,Expense,PKR,20,10,2017,No
2017-10-20 23:03:35,Saving Bank account 1,Gift,,farewell contribution,690.0,Expense,PKR,20,10,2017,No
2017-10-21 13:43:21,Cash,maid,,,6900.0,Expense,PKR,21,10,2017,No
2017-10-21 19:30:30,Cash,Food,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,113.85,Expense,PKR,21,10,2017,No
2017-10-21 21:32:40,Credit Card,Other,,ipad cover + case,6513.6,Expense,PKR,21,10,2017,No
2017-10-22 18:35:25,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,172.5,Expense,PKR,22,10,2017,No
2017-10-23 04:23:50,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,658.95,Expense,PKR,23,10,2017,No
2017-10-23 09:02:11,Cash,Household,Kirana,,172.5,Expense,PKR,23,10,2017,No
2017-10-23 11:03:59,Cash,Household,Kitchen,flour mill,93.15,Expense,PKR,23,10,2017,No
2017-10-23 18:54:46,Cash,Household,Toiletries,Dettol liquid handwash refill,341.55,Expense,PKR,23,10,2017,No
2017-10-23 18:57:11,Cash,Festivals,Diwali,Aakash kandil,690.0,Expense,PKR,23,10,2017,No
2017-10-23 19:00:08,Cash,Apparel,Footwear,Slippers,759.0,Expense,PKR,23,10,2017,No
2017-10-23 21:28:37,Cash,Household,Toiletries,Shampoo sachets,31.05,Expense,PKR,23,10,2017,No
2017-10-24 10:58:47,Cash,Food,snacks,Dahi,34.5,Expense,PKR,24,10,2017,No
2017-10-24 18:27:42,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,1021.2,Expense,PKR,24,10,2017,No
2017-10-25 21:51:03,Saving Bank account 1,Petty cash,,From Family,10350.0,Income,PKR,25,10,2017,No
2017-10-26 13:01:57,Cash,Festivals,Diwali,Offering,1725.0,Expense,PKR,26,10,2017,No
2017-10-26 16:34:04,Cash,Festivals,Diwali,Offering,34.5,Expense,PKR,26,10,2017,No
2017-10-26 19:23:26,Cash,Festivals,Diwali,Offering,172.5,Expense,PKR,26,10,2017,No
2017-10-26 19:24:35,Cash,Transportation,auto,within city,172.5,Expense,PKR,26,10,2017,No
2017-10-27 12:55:49,Cash,Transportation,auto,Permanent Residence to bus stand,138.0,Expense,PKR,27,10,2017,No
2017-10-29 21:54:53,Credit Card,subscription,Hotstar,subscription 1yr,2744.4405,Expense,PKR,29,10,2017,No
2017-10-29 22:24:14,Credit Card,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,1021.2,Expense,PKR,29,10,2017,No
2017-10-29 22:56:05,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,1021.2,Expense,PKR,29,10,2017,No
2017-11-13 20:16:48,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,207.0,Expense,PKR,13,11,2017,No
2017-11-13 20:17:00,Credit Card,Household,Kirana,Maggie + lizol,924.6,Expense,PKR,13,11,2017,No
2017-11-13 20:17:37,Saving Bank account 1,Food,Grocery,onion 1 kg + half kg potato,172.5,Expense,PKR,13,11,2017,No
2017-11-13 20:18:06,Saving Bank account 1,Food,Milk,milk 1lit varna,241.5,Expense,PKR,13,11,2017,No
2017-11-13 20:18:43,Saving Bank account 1,Household,Kirana,Pani Puri packet + Bundi + chivda,621.0,Expense,PKR,13,11,2017,No
2017-11-14 20:19:17,Saving Bank account 1,Food,Grocery,vegetables,552.0,Expense,PKR,14,11,2017,No
2017-11-14 22:08:41,Cash,Family,Pocket money,,2656.5,Expense,PKR,14,11,2017,No
2017-11-14 22:09:11,Cash,Food,fruits,,431.25,Expense,PKR,14,11,2017,No
2017-11-15 20:43:38,Credit Card,Household,Kirana,Amul butter 52 + Good Day biscuits 43,327.75,Expense,PKR,15,11,2017,No
2017-11-15 20:46:03,Saving Bank account 1,Food,Bread,brown bread,86.25,Expense,PKR,15,11,2017,No
2017-11-15 20:46:34,Saving Bank account 1,Education,Stationary,Photo paper print,155.25,Expense,PKR,15,11,2017,No
2017-11-15 20:47:14,Saving Bank account 1,Household,Kirana,Toast 55 + Kisan Jam 85 + all out 75,721.0500000000001,Expense,PKR,15,11,2017,No
2017-11-15 20:48:26,Credit Card,Food,Dinner,Home Food Delivery,1807.8,Expense,PKR,15,11,2017,No
2017-11-16 05:55:14,Saving Bank account 1,Food,Milk,1 lit ,241.5,Expense,PKR,16,11,2017,No
2017-11-17 13:37:44,Saving Bank account 1,Food,flour mill,4 kg Gehu,96.6,Expense,PKR,17,11,2017,No
2017-11-17 22:25:48,Saving Bank account 1,Household,Kirana,Agarbatti 55 + dahi 25,276.0,Expense,PKR,17,11,2017,No
2017-11-17 22:26:31,Saving Bank account 1,Food,Ice cream,Vanila family pack,362.25,Expense,PKR,17,11,2017,No
2017-11-18 08:04:11,Saving Bank account 1,Food,Milk,1.5 lit milk ,358.8,Expense,PKR,18,11,2017,No
2017-11-18 11:06:13,Saving Bank account 1,Self-development,,Marathon,3277.5,Expense,PKR,18,11,2017,No
2017-11-18 15:03:07,Saving Bank account 1,subscription,Mahanagar Gas,,507.15,Expense,PKR,18,11,2017,No
2017-11-18 20:32:08,Saving Bank account 1,Food,Eggs,6 eggs,134.55,Expense,PKR,18,11,2017,No
2017-11-18 22:20:50,Credit Card,Household,Kirana,Khobra + shengdana+ vim bar,834.9000000000001,Expense,PKR,18,11,2017,No
2017-11-19 13:58:30,Credit Card,Culture,Movie,2 PVR Place 6,1504.2,Expense,PKR,19,11,2017,No
2017-11-19 20:22:19,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,19,11,2017,No
2017-11-19 20:22:43,Cash,Transportation,Train,2 Place 0 to Place 6 return,69.0,Expense,PKR,19,11,2017,No
2017-11-19 20:23:06,Cash,Transportation,auto,2 Place 0 to Current Residence,103.5,Expense,PKR,19,11,2017,No
2017-11-19 20:23:22,Saving Bank account 1,Food,snacks,1 Panipuri,69.0,Expense,PKR,19,11,2017,No
2017-11-20 18:39:05,Cash,scrap,,,690.0,Income,PKR,20,11,2017,No
2017-11-20 18:39:39,Saving Bank account 1,Food,Milk,milk 1lit ,241.5,Expense,PKR,20,11,2017,No
2017-11-23 06:16:26,Saving Bank account 1,Food,Milk,1 lit ,238.05,Expense,PKR,23,11,2017,No
2017-11-23 12:22:39,Cash,Food,Bread,Flatbread 8 pcs,79.35000000000001,Expense,PKR,23,11,2017,No
2017-11-23 12:22:39,Cash,Food,flour mill,3 kg Bajari,72.45,Expense,PKR,23,11,2017,No
2017-11-23 12:22:39,Cash,Food,Grocery,Dahi + remaining balance,58.650000000000006,Expense,PKR,23,11,2017,No
2017-11-24 12:22:39,Credit Card,Culture,Movie,2 PVR Place 6,1083.3,Expense,PKR,24,11,2017,No
2017-11-25 08:35:44,Cash,Food,vegetables,Half kg tomato,34.5,Expense,PKR,25,11,2017,No
2017-11-25 09:29:08,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,310.5,Expense,PKR,25,11,2017,No
2017-11-25 09:29:45,Saving Bank account 1,Food,Milk,1 lit ,238.05,Expense,PKR,25,11,2017,No
2017-11-25 10:25:57,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,538.2,Expense,PKR,25,11,2017,No
2017-11-26 16:59:29,Cash,Transportation,Train,1 Place 0 to Place 6 return,34.5,Expense,PKR,26,11,2017,No
2017-11-26 17:25:47,Saving Bank account 1,Health,Hospital,"Routine checkup - eye institute, Place 6",1380.0,Expense,PKR,26,11,2017,No
2017-11-26 17:29:44,Cash,Transportation,auto,Place 6 station to eye institute,138.0,Expense,PKR,26,11,2017,No
2017-11-26 20:30:12,Credit Card,Health,Medicine,eye drop,548.5500000000001,Expense,PKR,26,11,2017,No
2017-11-26 20:30:45,Cash,Transportation,auto,eye institute to Place 6 station,138.0,Expense,PKR,26,11,2017,No
2017-11-26 22:26:15,Saving Bank account 1,Gpay Reward,,,27.6,Income,PKR,26,11,2017,No
2017-11-27 13:38:20,Credit Card,Apparel,Footwear,Sandals Hush puppies,9311.55,Expense,PKR,27,11,2017,No
2017-11-27 13:38:55,Cash,Transportation,Train,1 Place 0 to Place 6,17.25,Expense,PKR,27,11,2017,No
2017-11-27 13:39:29,Cash,Transportation,auto,Place 6 station to  mall,103.5,Expense,PKR,27,11,2017,No
2017-11-27 16:07:30,Cash,Transportation,auto,2 Place 0 to Current Residence,103.5,Expense,PKR,27,11,2017,No
2017-11-27 21:05:37,Saving Bank account 1,Gpay Reward,,,24.15,Income,PKR,27,11,2017,No
2017-11-27 21:05:52,Saving Bank account 1,Health,Health,Glasses advance,3450.0,Expense,PKR,27,11,2017,No
2017-11-28 08:30:27,Saving Bank account 1,Food,Milk,1 lit ,238.05,Expense,PKR,28,11,2017,No
2017-11-28 17:35:35,Credit Card,Household,Kirana,Toast+ biscuits,396.75,Expense,PKR,28,11,2017,No
2017-11-28 17:35:35,Saving Bank account 1,Food,Bread,Sweet bread cake pav kg,310.5,Expense,PKR,28,11,2017,No
2017-11-28 17:35:35,Saving Bank account 1,Food,vegetables,,483.0,Expense,PKR,28,11,2017,No
2017-11-28 17:35:35,Saving Bank account 1,Food,Bread,,62.1,Expense,PKR,28,11,2017,No
2017-11-28 17:35:35,Saving Bank account 1,Food,Eggs,6 eggs,144.9,Expense,PKR,28,11,2017,No
2017-11-30 08:15:06,Saving Bank account 1,Salary,,From workplace ,222994.2,Income,PKR,30,11,2017,Yes
2017-11-30 08:55:08,Cash,Family,Pocket money,Change,172.5,Expense,PKR,30,11,2017,No
2017-11-30 16:17:01,Saving Bank account 1,Saving Bank account 2,,,266.7885,Transfer-Out,PKR,30,11,2017,No
2017-11-30 16:56:20,Saving Bank account 1,Money transfer,Home,,34500.0,Expense,PKR,30,11,2017,Yes
2017-11-30 20:20:53,Credit Card,Health,Health,Family's Glasses,78315.0,Expense,PKR,30,11,2017,Yes
2017-11-30 20:20:53,Saving Bank account 1,Health,Health,Glasses remaining,2760.0,Expense,PKR,30,11,2017,No
2017-11-30 20:20:53,Saving Bank account 1,Health,Medicine,5 Meftal spas,75.9,Expense,PKR,30,11,2017,No
2017-12-13 07:31:27,Saving Bank account 1,Food,Milk,milk 1lit ,238.05,Expense,PKR,13,12,2017,No
2017-12-13 17:42:27,Cash,Family,Pocket money,,69.0,Expense,PKR,13,12,2017,No
2017-12-13 22:00:09,Cash,Apparel,Laundry,clothes ironing,338.1,Expense,PKR,13,12,2017,No
2017-12-14 20:17:25,Cash,Food,Grocery,Paneer + 1 kg onion,500.25,Expense,PKR,14,12,2017,No
2017-12-14 20:17:25,Saving Bank account 1,Petty cash,,From Family,10350.0,Income,PKR,14,12,2017,No
2017-12-15 07:24:31,Cash,Food,Ice cream,chocobar,51.75,Expense,PKR,15,12,2017,No
2017-12-15 07:24:31,Cash,Other,,Nosebud,34.5,Expense,PKR,15,12,2017,No
2017-12-16 07:24:10,Saving Bank account 1,Food,Milk,milk 1lit ,238.05,Expense,PKR,16,12,2017,No
2017-12-17 16:28:24,Cash,Transportation,auto,Current Residence to Place 0,51.75,Expense,PKR,17,12,2017,No
2017-12-17 16:28:43,Cash,Transportation,Train,Place 0 to Place 4 return,69.0,Expense,PKR,17,12,2017,No
2017-12-17 17:48:57,Cash,Transportation,auto,college to inorbit,86.25,Expense,PKR,17,12,2017,No
2017-12-17 17:49:59,Cash,Food,Tea,2 cutting chai,69.0,Expense,PKR,17,12,2017,No
2017-12-17 22:26:42,Credit Card,Household,Kirana,Dmart,3029.1000000000004,Expense,PKR,17,12,2017,No
2017-12-17 22:27:36,Cash,Transportation,auto,within city,103.5,Expense,PKR,17,12,2017,No
2017-12-17 22:28:06,Credit Card,Food,Dinner,At restaurant,1742.25,Expense,PKR,17,12,2017,No
2017-12-18 06:00:09,Credit Card,Apparel,Clothing,undergarment single,1076.4,Expense,PKR,18,12,2017,No
2017-12-19 06:38:08,Saving Bank account 1,Food,Milk,milk 1lit ,238.05,Expense,PKR,19,12,2017,No
2017-12-19 17:53:14,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,375.912,Transfer-Out,PKR,19,12,2017,No
2017-12-19 17:53:27,Cash,Transportation,Train,Place 0 to WS return,34.5,Expense,PKR,19,12,2017,No
2017-12-19 18:57:13,Cash,Food,snacks,Chicken Frankie,155.25,Expense,PKR,19,12,2017,No
2017-12-19 20:25:07,Cash,Family,Pocket money,,1725.0,Expense,PKR,19,12,2017,No
2017-12-19 20:59:27,Saving Bank account 1,Gpay Reward,,,20.700000000000003,Income,PKR,19,12,2017,No
2017-12-20 10:31:16,Credit Card,subscription,Edtech Course,Renewal,97980.0,Expense,PKR,20,12,2017,Yes
2017-12-20 10:31:16,Cash,Food,Lunch,Catering Service,327.75,Expense,PKR,20,12,2017,No
2017-12-21 14:34:05,Cash,Food,Milk,milk 1lit ,241.5,Expense,PKR,21,12,2017,No
2017-12-21 14:34:40,Cash,Food,Lunch,Catering Service,224.25,Expense,PKR,21,12,2017,No
2017-12-21 20:45:11,Saving Bank account 1,Food,snacks,Vadapav,51.75,Expense,PKR,21,12,2017,No
2017-12-21 20:45:25,Cash,Household,Kirana,Surti kolam 2kg (54rsx2)+Monaco biscuits,407.1,Expense,PKR,21,12,2017,No
2017-12-22 14:42:54,Saving Bank account 1,Food,Lunch,Home Food Delivery,1311.0,Expense,PKR,22,12,2017,No
2017-12-23 11:06:42,Credit Card,Gift,,Birthday gift,2753.1000000000004,Expense,PKR,23,12,2017,No
2017-12-24 08:06:55,Saving Bank account 1,Food,Milk,Half lit  milk,120.75,Expense,PKR,24,12,2017,No
2017-12-24 19:27:42,Cash,Household,Toiletries,Toothbrush (buy 2 get 1),345.0,Expense,PKR,24,12,2017,No
2017-12-24 19:28:11,Cash,Food,snacks,Gupta bhel,86.25,Expense,PKR,24,12,2017,No
2017-12-24 19:28:25,Credit Card,Gift,,Birthday gift,4705.8,Expense,PKR,24,12,2017,No
2017-12-24 21:24:36,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,24,12,2017,No
2017-12-25 05:48:15,Cash,Transportation,auto,Place 2 station to Permanent Residence,276.0,Expense,PKR,25,12,2017,No
2017-12-25 11:53:26,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,624.45,Expense,PKR,25,12,2017,No
2017-12-25 17:43:26,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,538.2,Expense,PKR,25,12,2017,No
2017-12-26 19:35:40,Credit Card,subscription,Newspaper,"ET Prime (1+1) till 24 Dec,2024",6034.05,Expense,PKR,26,12,2017,No
2017-12-26 21:50:33,Fixed Deposit,Saving Bank account 1,,,517500.0,Transfer-Out,PKR,26,12,2017,Yes
2017-12-26 21:55:12,Saving Bank account 1,Fixed Deposit,,,862500.0,Transfer-Out,PKR,26,12,2017,Yes
2017-12-27 18:43:16,Cash,Food,Grocery,Tata salt 28+ 6 eggs 42,241.5,Expense,PKR,27,12,2017,No
2017-12-28 18:27:52,Cash,Food,vegetables,Ginger,34.5,Expense,PKR,28,12,2017,No
2017-12-29 13:00:01,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,624.45,Expense,PKR,29,12,2017,No
2017-12-29 18:22:11,Cash,Food,flour mill,,17.25,Expense,PKR,29,12,2017,No
2017-12-29 18:22:25,Cash,Household,Kirana,,627.9,Expense,PKR,29,12,2017,No
2017-12-29 18:22:49,Cash,Food,snacks,3 pavwada,103.5,Expense,PKR,29,12,2017,No
2017-12-29 21:36:07,Saving Bank account 1,Family,misc,For utensils,1552.5,Expense,PKR,29,12,2017,No
2017-12-30 10:51:45,Cash,Food,vegetables,Dudhi 20 + mirchi 5,86.25,Expense,PKR,30,12,2017,No
2017-12-31 07:21:05,Saving Bank account 1,Interest,,interest paid,2049.3,Income,PKR,31,12,2017,No
2017-12-31 08:15:25,Saving Bank account 1,Salary,,From workplace ,222949.35,Income,PKR,31,12,2017,Yes
2017-12-31 13:25:39,Cash,Food,Bread,Flatbread 24 pcs,103.5,Expense,PKR,31,12,2017,No
2018-01-13 20:55:55,Saving Bank account 1,Apparel,Laundry,clothes ironing,276.0,Expense,PKR,13,1,2018,No
2018-01-13 20:57:11,Cash,Health,Medicine,Thyroid Tablets,2553.0,Expense,PKR,13,1,2018,No
2018-01-14 07:30:30,Cash,Transportation,auto,Current Residence to Place 0,51.75,Expense,PKR,14,1,2018,No
2018-01-14 10:54:48,Cash,Transportation,auto,mumbai University Kalina to Santacruz station,138.0,Expense,PKR,14,1,2018,No
2018-01-14 12:21:16,Cash,Transportation,auto,Pali hill to Bandra station,79.35000000000001,Expense,PKR,14,1,2018,No
2018-01-14 15:21:39,Credit Card,Apparel,Clothing,Head band,686.5500000000001,Expense,PKR,14,1,2018,No
2018-01-14 15:22:04,Credit Card,Household,Hardware,Vibrating electronic message tool,2753.1000000000004,Expense,PKR,14,1,2018,No
2018-01-14 15:22:40,Cash,Transportation,auto,Decathlon to station,86.25,Expense,PKR,14,1,2018,No
2018-01-14 15:22:51,Cash,Transportation,auto,station to Decathlon,69.0,Expense,PKR,14,1,2018,No
2018-01-14 15:23:43,Cash,Transportation,Train,Place 0 to Santacruz return,138.0,Expense,PKR,14,1,2018,No
2018-01-15 13:50:29,Saving Bank account 1,Transportation,auto,Uber auto: Place 4 Station to Current Residence society,917.7,Expense,PKR,15,1,2018,No
2018-01-15 13:51:31,Cash,Transportation,Train,Place 0 to Place 3 returns,138.0,Expense,PKR,15,1,2018,No
2018-01-15 16:54:35,Cash,Food,Grocery,onion 1 kg + half kg potato,131.1,Expense,PKR,15,1,2018,No
2018-01-15 16:55:27,Credit Card,Food,Sweets,Chitale Srikhand,979.8,Expense,PKR,15,1,2018,No
2018-01-16 07:11:55,Credit Card,Social Life,Leisure,Marathon,1028.1,Expense,PKR,16,1,2018,No
2018-01-16 08:22:48,Saving Bank account 1,Food,Milk,1 lit ,238.05,Expense,PKR,16,1,2018,No
2018-01-16 09:20:40,Cash,Household,Kirana,Bhagar 1kg 130 + idli pith 1kg 35,569.25,Expense,PKR,16,1,2018,No
2018-01-18 07:55:00,Saving Bank account 1,Food,Milk,1 lit ,238.05,Expense,PKR,18,1,2018,No
2018-01-18 07:55:29,Saving Bank account 1,Food,Eggs,6 eggs,144.9,Expense,PKR,18,1,2018,No
2018-01-18 15:09:12,Credit Card,Food,Lunch,Fresh veggie pizza,755.5500000000001,Expense,PKR,18,1,2018,No
2018-01-18 21:57:46,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux second installment,172500.0,Expense,PKR,18,1,2018,No
2018-01-19 22:22:37,Cash,Household,Kirana,Cakes,158.70000000000002,Expense,PKR,19,1,2018,No
2018-01-19 22:23:35,Cash,Food,Bread,Flatbread 6 pcs,69.0,Expense,PKR,19,1,2018,No
2018-01-19 22:24:20,Saving Bank account 1,Household,Kirana,Amul butter,182.85,Expense,PKR,19,1,2018,No
2018-01-19 22:24:42,Saving Bank account 1,Food,Bread,Flatbread 6 pcs,58.650000000000006,Expense,PKR,19,1,2018,No
2018-01-20 10:18:03,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,617.5500000000001,Expense,PKR,20,1,2018,No
2018-01-20 20:53:20,Saving Bank account 1,Food,Bread,,155.25,Expense,PKR,20,1,2018,No
2018-01-20 20:53:43,Saving Bank account 1,Food,Biscuits,crack-jack 1 packi,34.5,Expense,PKR,20,1,2018,No
2018-01-20 23:30:27,Saving Bank account 1,Amazon pay cashback,,,6.9,Income,PKR,20,1,2018,No
2018-01-21 19:44:43,Credit Card,Food,Dinner,Home Food Delivery,1324.8000000000002,Expense,PKR,21,1,2018,No
2018-01-22 10:25:11,Saving Bank account 1,Food,Milk,1 lit ,238.05,Expense,PKR,22,1,2018,No
2018-01-22 10:25:23,Saving Bank account 1,Health,Medicine,Cough-sills 4 pcs + sinarest 3 pcs,103.5,Expense,PKR,22,1,2018,No
2018-01-22 12:08:08,Cash,Food,flour mill,M D sure 3kg atta,558.9,Expense,PKR,22,1,2018,No
